"BioSample.Accession"	"Assembly.Accession"	"Status"	"nuccore_first_chrom"	"Release.Date"	"Modify.Date"	"id"	"title"	"platform"	"instrument_model"	"study_acc"	"organism_ScientificName"	"organism_taxid"	"bioproject"	"runCreateDate"	"runUpdateDate"	"nSRAs"	"run_SRAs"	"run_sizes"	"run_publicities"
"SAMN05292330"	"GCA_002285875.1"	"Complete Genome"	"NZ_CP016304.1"	"2017/09/05"	"2017/09/07"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05292331"	"GCA_002285905.1"	"Complete Genome"	"NZ_CP016305.1"	"2017/09/05"	"2017/09/07"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05292960"	"GCA_002214665.1"	"Complete Genome"	"NZ_CP016398.1"	"2017/07/05"	"2017/07/07"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05296518"	"GCA_002288305.1"	"Complete Genome"	"NZ_CP016779.1"	"2017/09/08"	"2017/10/02"	3896885	"Candidatus Nanopelagicus abundans MMS-IIB-91"	"ILLUMINA"	"Illumina MiSeq"	"SRP102925"	"Candidatus Nanopelagicus abundans"	"1884916"	"PRJNA327031"	"2017/04/20"	"2017/04/03"	"1"	"SRR5408705"	"405588450"	"true"
"SAMN05296519"	"GCA_002288005.1"	"Complete Genome"	"NZ_CP016771.1"	"2017/09/08"	"2017/10/02"	3896952	"Candidatus Nanopelagicus hibericus MMS-21-160"	"ILLUMINA"	"Illumina MiSeq"	"SRP102925"	"Candidatus Nanopelagicus hibericus"	"1884915"	"PRJNA327031"	"2017/04/20"	"2017/04/03"	"1"	"SRR5408711"	"324077080"	"true"
"SAMN05296520"	"GCA_002287885.2"	"Complete Genome"	"NZ_CP016768.2"	"2017/09/08"	"2017/10/11"	3896958	"Candidatus Nanopelagicus limnes MMS-21-122"	"ILLUMINA"	"Illumina MiSeq"	"SRP102925"	"Candidatus Nanopelagicus limnes"	"1884634"	"PRJNA327031"	"2017/04/20"	"2017/04/03"	"1"	"SRR5408715"	"312369107"	"true"
"SAMN05296521"	"GCA_002288145.1"	"Complete Genome"	"NZ_CP016775.1"	"2017/09/08"	"2017/10/02"	3896960	"Candidatus Planktophila versatilis MMS-IA-105"	"ILLUMINA"	"Illumina MiSeq"	"SRP102925"	"Candidatus Planktophila versatilis"	"1884905"	"PRJNA327031"	"2017/04/20"	"2017/04/03"	"1"	"SRR5408719"	"348849815"	"true"
"SAMN05296522"	"GCA_002288045.1"	"Complete Genome"	"NZ_CP016772.1"	"2017/09/08"	"2017/10/02"	3896963	"Candidatus Planktophila dulcis MMS-IA-53"	"ILLUMINA"	"Illumina MiSeq"	"SRP102925"	"Candidatus Planktophila dulcis"	"1884914"	"PRJNA327031"	"2017/04/20"	"2017/04/03"	"1"	"SRR5408720"	"432653482"	"true"
"SAMN05296523"	"GCA_002288065.1"	"Complete Genome"	"NZ_CP016773.1"	"2017/09/08"	"2017/10/02"	3896964	"Candidatus Planktophila sulfonica MMS-IA-56"	"ILLUMINA"	"Illumina MiSeq"	"SRP102925"	"Candidatus Planktophila sulfonica"	"1884904"	"PRJNA327031"	"2017/04/20"	"2017/04/03"	"1"	"SRR5408721"	"391663648"	"true"
"SAMN05296524"	"GCA_002288385.1"	"Complete Genome"	"NZ_CP016783.1"	"2017/09/08"	"2017/10/02"	3896965	"Candidatus Planktophila lacus MMS-IIB-60"	"ILLUMINA"	"Illumina MiSeq"	"SRP102925"	"Candidatus Planktophila lacus"	"1884913"	"PRJNA327031"	"2017/04/20"	"2017/04/03"	"1"	"SRR5408722"	"416974613"	"true"
"SAMN05296525"	"GCA_002288265.1"	"Complete Genome"	"NZ_CP016778.1"	"2017/09/08"	"2017/10/02"	3896966	"Candidatus Planktophila versatilis MMS-IIB-76"	"ILLUMINA"	"Illumina MiSeq"	"SRP102925"	"Candidatus Planktophila versatilis"	"1884905"	"PRJNA327031"	"2017/04/20"	"2017/04/03"	"1"	"SRR5408723"	"415280962"	"true"
"SAMN05296526"	"GCA_002288325.1"	"Complete Genome"	"NZ_CP016780.1"	"2017/09/08"	"2017/10/02"	3896967	"Candidatus Planktophila lacus MMS-IIB-106"	"ILLUMINA"	"Illumina MiSeq"	"SRP102925"	"Candidatus Planktophila lacus"	"1884913"	"PRJNA327031"	"2017/04/20"	"2017/04/03"	"1"	"SRR5408724"	"292969945"	"true"
"SAMN05296528"	"GCA_002288345.1"	"Complete Genome"	"NZ_CP016781.1"	"2017/09/08"	"2017/10/02"	3896968	"Candidatus Planktophila versatilis MMS-IIB-142"	"ILLUMINA"	"Illumina MiSeq"	"SRP102925"	"Candidatus Planktophila versatilis"	"1884905"	"PRJNA327031"	"2017/04/20"	"2017/04/03"	"1"	"SRR5408727"	"381480749"	"true"
"SAMN05296529"	"GCA_002287925.1"	"Complete Genome"	"NZ_CP016769.1"	"2017/09/08"	"2017/10/02"	3896971	"Candidatus Planktophila lacus MMS-21-148"	"ILLUMINA"	"Illumina MiSeq"	"SRP102925"	"Candidatus Planktophila lacus"	"1884913"	"PRJNA327031"	"2017/04/20"	"2017/04/03"	"1"	"SRR5408728"	"306933568"	"true"
"SAMN05296530"	"GCA_002287965.1"	"Complete Genome"	"NZ_CP016770.1"	"2017/09/08"	"2017/10/02"	3896972	"Candidatus Planktophila dulcis MMS-21-155"	"ILLUMINA"	"Illumina MiSeq"	"SRP102925"	"Candidatus Planktophila dulcis"	"1884914"	"PRJNA327031"	"2017/04/20"	"2017/04/03"	"1"	"SRR5408729"	"324326069"	"true"
"SAMN05296531"	"GCA_002288105.1"	"Complete Genome"	"NZ_CP016774.1"	"2017/09/08"	"2017/10/02"	3896973	"Candidatus Planktophila versatilis MMS-IA-79"	"ILLUMINA"	"Illumina MiSeq"	"SRP102925"	"Candidatus Planktophila versatilis"	"1884905"	"PRJNA327031"	"2017/04/20"	"2017/04/03"	"1"	"SRR5408730"	"342782179"	"true"
"SAMN05296532"	"GCA_002288225.1"	"Complete Genome"	"NZ_CP016777.1"	"2017/09/08"	"2017/10/02"	3896974	"Candidatus Planktophila dulcis MMS-IIA-65"	"ILLUMINA"	"Illumina MiSeq"	"SRP102925"	"Candidatus Planktophila dulcis"	"1884914"	"PRJNA327031"	"2017/04/20"	"2017/04/03"	"1"	"SRR5408731"	"313409183"	"true"
"SAMN05296533"	"GCA_002288185.1"	"Complete Genome"	"NZ_CP016776.1"	"2017/09/08"	"2017/10/02"	3896975	"Candidatus Planktophila vernalis MMS-IIA-15"	"ILLUMINA"	"Illumina MiSeq"	"SRP102925"	"Candidatus Planktophila vernalis"	"1884907"	"PRJNA327031"	"2017/04/20"	"2017/04/03"	"1"	"SRR5408732"	"312222323"	"true"
"SAMN05296534"	"GCA_002288365.1"	"Complete Genome"	"NZ_CP016782.1"	"2017/09/08"	"2017/10/02"	3896999	"Candidatus Planktophila limnetica MMS-VB-114"	"ILLUMINA"	"Illumina MiSeq"	"SRP102925"	"Candidatus Planktophila limnetica"	"573600"	"PRJNA327031"	"2017/04/20"	"2017/04/03"	"1"	"SRR5408805"	"303450024"	"true"
"SAMN05300194"	"GCA_002216125.1"	"Complete Genome"	"NZ_CP016360.1"	"2017/07/10"	"2017/07/12"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05300199"	"GCA_002214725.1"	"Complete Genome"	"NZ_CP016316.1"	"2017/07/05"	"2017/07/07"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05300203"	"GCA_002214705.1"	"Complete Genome"	"NZ_CP016315.1"	"2017/07/05"	"2017/07/07"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05300204"	"GCA_002215175.1"	"Complete Genome"	"NZ_CP016595.1"	"2017/07/06"	"2017/07/08"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05300205"	"GCA_002214685.1"	"Chromosome"	"NZ_CP016326.1"	"2017/07/05"	"2017/07/07"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05300424"	"GCA_001698145.1"	"Complete Genome"	"NZ_CP016598.1"	"2016/08/02"	"2017/04/13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05300426"	"GCA_001698165.1"	"Complete Genome"	"NZ_CP016602.1"	"2016/08/02"	"2017/04/05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05300636"	"GCA_002300135.1"	"Complete Genome"	"NZ_CP016552.1"	"2017/09/13"	"2018/01/11"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05300637"	"GCA_001888185.1"	"Complete Genome"	"NZ_CP016364.1"	"2016/12/02"	"2018/01/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05302747"	"GCA_001680025.1"	"Complete Genome"	"NZ_CP016345.1"	"2016/07/06"	"2017/04/05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05302748"	"GCA_001680045.1"	"Complete Genome"	"NZ_CP016347.1"	"2016/07/06"	"2017/04/05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05302750"	"GCA_001680065.1"	"Complete Genome"	"NZ_CP016349.1"	"2016/07/06"	"2017/04/05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05302751"	"GCA_001680085.1"	"Complete Genome"	"NZ_CP016351.1"	"2016/07/06"	"2017/04/05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05323103"	"GCA_001746555.1"	"Complete Genome"	"CP016332.1"	"2016/09/26"	"2016/09/26"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05323143"	"GCA_001691455.1"	"Complete Genome"	"NZ_CP016320.1"	"2016/07/21"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05323145"	"GCA_001723585.1"	"Complete Genome"	"NZ_CP016395.1"	"2016/09/13"	"2017/03/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05326725"	"GCA_002813895.1"	"Complete Genome"	"CP024912.1"	"2017/12/07"	"2018/01/16"	3828754	"Metagenomics of Cyanobacterium sp. HL-69"	"PACBIO_SMRT"	"PacBio RS"	"SRP059613"	"Cyanobacterium sp. HL-69"	"2054282"	"PRJNA283228"	"2018/05/31"	"2017/03/16"	"5"	"SRR5356226,SRR5356227,SRR5356228,SRR5356229,SRR5356230"	"349677488,301930810,179519322,316160949,184608608"	"true,true,true,true,true"
"SAMN05327823"	"GCA_002849975.1"	"Complete Genome"	"NZ_CP016327.1"	"2018/01/03"	"2018/01/10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05327862"	"GCA_001693615.1"	"Complete Genome"	"NZ_CP016556.1"	"2016/07/26"	"2017/04/05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05333713"	"GCA_002892745.1"	"Complete Genome"	"NZ_CP019869.1"	"2018/01/19"	"2018/01/23"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05333714"	"GCA_002892725.1"	"Complete Genome"	"NZ_CP016887.1"	"2018/01/19"	"2018/01/23"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05333716"	"GCA_001687405.1"	"Complete Genome"	"NZ_CP016338.1"	"2016/07/19"	"2017/03/28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05333720"	"GCA_001704215.1"	"Complete Genome"	"NZ_CP016341.1"	"2016/08/12"	"2017/04/05"	5636614	"Other Sequencing of Bordetella holmesii"	"ILLUMINA"	"Illumina MiSeq"	"SRP094481"	"Bordetella holmesii"	"35814"	"PRJNA287884"	"2018/06/01"	"2018/06/01"	"1"	"SRR7245519"	"502993287"	"true"
"SAMN05333720"	"GCA_001704215.1"	"Complete Genome"	"NZ_CP016341.1"	"2016/08/12"	"2017/04/05"	4021807	"Other Sequencing of Bordetella holmesii"	"PACBIO_SMRT"	"PacBio RS II"	"SRP094481"	"Bordetella holmesii"	"35814"	"PRJNA287884"	"2017/06/01"	"2017/05/07"	"1"	"SRR5514665"	"2705852813"	"true"
"SAMN05333720"	"GCA_001704215.1"	"Complete Genome"	"NZ_CP016341.1"	"2016/08/12"	"2017/04/05"	3480401	"Other Sequencing of Bordetella holmesii"	"ILLUMINA"	"Illumina MiSeq"	"SRP094481"	"Bordetella holmesii"	"35814"	"PRJNA287884"	"2016/12/02"	"2016/12/02"	"1"	"SRR5070928"	"502993287"	"true"
"SAMN05333721"	"GCA_001704255.1"	"Complete Genome"	"NZ_CP016342.1"	"2016/08/12"	"2017/04/13"	3480361	"Other Sequencing of Bordetella parapertussis"	"ILLUMINA"	"Illumina MiSeq"	"SRP094481"	"Bordetella parapertussis"	"519"	"PRJNA287884"	"2016/12/02"	"2016/12/02"	"1"	"SRR5070888"	"527781464"	"true"
"SAMN05333721"	"GCA_001704255.1"	"Complete Genome"	"NZ_CP016342.1"	"2016/08/12"	"2017/04/13"	4021808	"Other Sequencing of Bordetella parapertussis"	"PACBIO_SMRT"	"PacBio RS II"	"SRP094481"	"Bordetella parapertussis"	"519"	"PRJNA287884"	"2017/06/01"	"2017/05/07"	"1"	"SRR5514666"	"2727425265"	"true"
"SAMN05333722"	"GCA_001704355.1"	"Complete Genome"	"NZ_CP016431.1"	"2016/08/12"	"2017/08/21"	4021809	"Other Sequencing of Bordetella bronchiseptica"	"PACBIO_SMRT"	"PacBio RS II"	"SRP094481"	"Bordetella bronchiseptica"	"518"	"PRJNA287884"	"2017/06/01"	"2017/05/07"	"1"	"SRR5514667"	"2865619724"	"true"
"SAMN05333722"	"GCA_001704355.1"	"Complete Genome"	"NZ_CP016431.1"	"2016/08/12"	"2017/08/21"	3480222	"Other Sequencing of Bordetella bronchiseptica"	"ILLUMINA"	"Illumina MiSeq"	"SRP094481"	"Bordetella bronchiseptica"	"518"	"PRJNA287884"	"2016/12/02"	"2016/12/02"	"1"	"SRR5070749"	"453623570"	"true"
"SAMN05335414"	"GCA_001685355.1"	"Complete Genome"	"NZ_CP016438.1"	"2016/07/15"	"2018/04/11"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05335587"	"GCA_002849995.1"	"Complete Genome"	"NZ_CP016343.1"	"2018/01/03"	"2018/01/10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05335588"	"GCA_002741035.1"	"Complete Genome"	"NZ_CP016808.1"	"2016/08/05"	"2017/11/05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05335590"	"GCA_002741055.1"	"Complete Genome"	"NZ_CP016809.1"	"2016/08/05"	"2017/11/05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05341158"	"GCA_003290425.1"	"Complete Genome"	"NZ_CP016344.1"	"2018/07/09"	"2018/07/13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05341196"	"GCA_002903125.1"	"Complete Genome"	"NZ_CP026199.1"	"2018/01/29"	"2018/01/31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05346848"	"GCA_001735705.1"	"Complete Genome"	"NZ_CP016404.1"	"2016/09/20"	"2017/02/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05349011"	"GCA_001683395.1"	"Complete Genome"	"NZ_CP016337.1"	"2016/07/11"	"2017/04/13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05356262"	"GCA_001704615.2"	"Complete Genome"	"NZ_CP029397.1"	"2018/05/15"	"2018/05/30"	2831196	"Acinetobacter chengduensis sp. nov. strain 30, isolated from hospital sewage"	"ILLUMINA"	"Illumina HiSeq 2500"	"SRP125073"	"Acinetobacter defluvii"	"1871111"	"PRJNA387062"	"2016/08/07"	"2017/12/13"	"1"	"SRR3938295"	"1532054400"	"true"
"SAMN05356834"	"GCA_002813615.1"	"Complete Genome"	"NZ_CP016355.1"	"2017/12/07"	"2017/12/09"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05356867"	"GCA_001767355.1"	"Complete Genome"	"NZ_CP016383.1"	"2016/10/18"	"2017/04/05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05356919"	"GCA_001729225.1"	"Complete Genome"	"NZ_CP016385.1"	"2016/09/16"	"2017/03/01"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05357477"	"GCA_002000885.1"	"Complete Genome"	"NZ_CP016393.1"	"2017/02/16"	"2017/04/06"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05357478"	"GCA_001855705.1"	"Complete Genome"	"NZ_CP016394.1"	"2016/10/28"	"2017/04/11"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05359831"	"GCA_003325995.1"	"Chromosome"	"NZ_CP016437.1"	"2018/07/18"	"2018/07/20"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05361763"	"GCA_001989495.1"	"Complete Genome"	"NZ_CP017284.1"	"2017/02/07"	"2017/02/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05361854"	"GCA_001989515.1"	"Complete Genome"	"NZ_CP017849.1"	"2017/02/07"	"2017/02/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05361855"	"GCA_001989535.1"	"Complete Genome"	"NZ_CP017289.1"	"2017/02/07"	"2017/02/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05362534"	"GCA_001701005.1"	"Complete Genome"	"NZ_CP016760.1"	"2016/08/09"	"2017/04/13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05362953"	"GCA_001908295.1"	"Complete Genome"	"NZ_CP018677.1"	"2016/12/19"	"2017/03/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05363344"	"GCA_001879645.1"	"Complete Genome"	"NZ_CP016930.1"	"2016/11/16"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05363481"	"GCA_002220325.1"	"Complete Genome"	"NZ_CP016629.1"	"2017/07/17"	"2017/07/19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05363482"	"GCA_002220345.1"	"Complete Genome"	"NZ_CP016754.1"	"2017/07/17"	"2017/07/19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05363623"	"GCA_002966495.1"	"Complete Genome"	"NZ_CP016490.1"	"2018/03/01"	"2018/03/07"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05363636"	"GCA_001886955.1"	"Complete Genome"	"NZ_CP016804.1"	"2016/11/28"	"2017/10/23"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05363964"	"GCA_001690155.1"	"Complete Genome"	"NZ_CP016553.1"	"2016/07/21"	"2017/04/05"	2826573	"Whole genome sequence of Aggregatibacter actinomyctemcomitans strain IDH781"	"PACBIO_SMRT"	"PacBio RS II"	"SRP079011"	"Aggregatibacter actinomycetemcomitans"	"714"	"PRJNA328135"	"2016/07/26"	"2016/07/20"	"1"	"SRR3933631"	"779648188"	"true"
"SAMN05366139"	"GCA_001687565.2"	"Complete Genome"	"NZ_CP016534.2"	"2016/07/20"	"2017/04/13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05366366"	"GCA_001687585.2"	"Complete Genome"	"NZ_CP016537.2"	"2016/07/20"	"2017/04/13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05366382"	"GCA_001687625.2"	"Complete Genome"	"NZ_CP016538.2"	"2016/07/20"	"2017/04/13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05366384"	"GCA_001687605.2"	"Complete Genome"	"NZ_CP016539.2"	"2016/07/20"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05366640"	"GCA_001698185.1"	"Complete Genome"	"NZ_CP016440.1"	"2016/08/02"	"2017/04/13"	2754468	"HI4681: Complete genome of Bordetella bronchialis isolated from mouse lung"	"ILLUMINA"	"Illumina HiSeq 4000"	"SRP076702"	"Bordetella pseudohinzii"	"1331258"	"PRJNA318508"	"2016/07/13"	"2016/07/08"	"1"	"SRR3757162"	"1536316280"	"true"
"SAMN05366914"	"GCA_001683055.1"	"Complete Genome"	"NZ_CP004046.1"	"2016/07/11"	"2017/04/13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05366915"	"GCA_001683115.1"	"Complete Genome"	"NZ_CP004062.1"	"2016/07/11"	"2017/04/05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05367054"	"GCA_001742165.1"	"Complete Genome"	"NZ_CP016442.1"	"2016/09/22"	"2017/04/13"	2832864	"B. stabilis ATCC BAA-67 PacBio Chromosomes SRA"	"PACBIO_SMRT"	"PacBio RS II"	"SRP079204"	"Burkholderia stabilis"	"95485"	"PRJNA328254"	"2016/09/22"	"2016/09/02"	"2"	"SRR3939695,SRR3939696"	"744846321,1363766352"	"true,true"
"SAMN05368232"	"GCA_002741155.1"	"Chromosome"	"NZ_CP024293.1"	"2017/11/02"	"2017/11/05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05369592"	"GCA_001701025.1"	"Complete Genome"	"NZ_CP016793.1"	"2016/08/09"	"2017/04/13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05370045"	"GCA_002009175.1"	"Complete Genome"	"NZ_CP018047.1"	"2017/03/02"	"2018/04/11"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05370985"	"GCA_001729925.1"	"Complete Genome"	"NZ_CP016501.1"	"2016/09/16"	"2017/03/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05372048"	"GCA_001729825.1"	"Chromosome"	"CP016418.1"	"2016/09/16"	"2016/09/16"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05372049"	"GCA_001729845.1"	"Chromosome"	"NZ_CP016420.1"	"2016/09/16"	"2017/03/28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05372050"	"GCA_001729865.1"	"Chromosome"	"NZ_CP016422.1"	"2016/09/16"	"2017/03/28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05372051"	"GCA_001729885.1"	"Chromosome"	"NZ_CP016424.1"	"2016/09/16"	"2017/03/28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05372052"	"GCA_001729905.1"	"Chromosome"	"NZ_CP016426.1"	"2016/09/16"	"2017/03/28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05374476"	"GCA_002803965.1"	"Complete Genome"	"NZ_CP024931.1"	"2017/12/04"	"2017/12/06"	2825395	"DNA-seq of Escherichia coli: adult male sputum"	"ILLUMINA"	"Illumina MiSeq"	"SRP056445"	"Corynebacterium striatum"	"43770"	"PRJNA278886"	"2016/07/25"	"2016/07/20"	"1"	"SRR3932423"	"372500033"	"true"
"SAMN05375112"	"GCA_002250075.1"	"Complete Genome"	"NZ_CP016893.1"	"2017/08/14"	"2017/08/16"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05375114"	"GCA_001735745.1"	"Complete Genome"	"NZ_CP017260.1"	"2016/09/20"	"2017/04/13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05375122"	"GCA_001735715.1"	"Complete Genome"	"NZ_CP017259.1"	"2016/09/20"	"2017/04/13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05379701"	"GCA_001693335.1"	"Complete Genome"	"NZ_CP016503.1"	"2016/07/25"	"2017/04/17"	2819474	"Helicobacter enhydrae Genome sequencing and assembly"	"PACBIO_SMRT"	"PacBio RS II"	"SRP078816"	"Helicobacter sp. MIT 01-6242"	"222136"	"PRJNA328770"	"2017/07/12"	"2016/07/18"	"1"	"SRR3928994"	"2154478445"	"true"
"SAMN05384054"	"GCA_002197325.1"	"Complete Genome"	"NZ_CP021868.1"	"2017/06/16"	"2017/06/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05384056"	"GCA_002197205.1"	"Complete Genome"	"NZ_CP021862.1"	"2017/06/16"	"2017/06/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05384057"	"GCA_002197365.1"	"Complete Genome"	"NZ_CP021869.1"	"2017/06/16"	"2017/06/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05384059"	"GCA_002197305.1"	"Complete Genome"	"NZ_CP021867.1"	"2017/06/16"	"2017/06/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05384060"	"GCA_002197385.1"	"Complete Genome"	"NZ_CP021870.1"	"2017/06/16"	"2017/06/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05384089"	"GCA_002197265.1"	"Complete Genome"	"NZ_CP021864.1"	"2017/06/16"	"2017/06/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05384092"	"GCA_002197425.1"	"Complete Genome"	"NZ_CP021863.1"	"2017/06/16"	"2017/06/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05384163"	"GCA_002197285.1"	"Complete Genome"	"NZ_CP021866.1"	"2017/06/16"	"2017/06/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05384208"	"GCA_002197245.1"	"Complete Genome"	"NZ_CP021865.1"	"2017/06/16"	"2017/06/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN05389975"	"GCA_001705175.1"	"Complete Genome"	"NZ_CP016907.1"	"2016/08/16"	"2017/04/13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
